Vis_Score
-0.36
-0.4
-0.42
-0.37
-0.4
-0.37
-0.36
-0.38
-0.38
-0.38
-0.36
-0.39
-0.37
-0.38
-0.37
-0.36
-0.4
-0.38
-0.38
-0.39
-0.35
-0.37
-0.38
-0.38
-0.36
-0.39
-0.39
-0.36
-0.36
-0.37
-0.35
-0.4
-0.4
-0.4
-0.37
-0.35
-0.39
-0.37
-0.38
-0.37
-0.38
-0.36
-0.36
-0.37
-0.4
-0.42
-0.37
-0.38
-0.38
-0.38
-0.37
-0.37
-0.37
-0.37
-0.39
-0.37
-0.41
-0.38
-0.38
-0.38
-0.35
-0.37
-0.37
-0.39
-0.41
-0.36
-0.42
-0.36
-0.37
-0.38
-0.36
-0.37
-0.38
-0.38
-0.37
-0.38
-0.39
-0.39
-0.39
-0.37
-0.38
-0.37
-0.36
-0.37
-0.37
-0.37
-0.37
-0.36
-0.38
-0.37
-0.36
-0.37
-0.38
-0.37
-0.36
-0.37
-0.39
-0.38
-0.4
-0.39
