PEAQBasic_Score
-2.251
-2.277
-2.509
-2.279
-2.246
-2.335
-2.281
-2.251
-2.29
-2.337
-2.232
-2.381
-2.247
-2.234
-2.274
-2.345
-2.461
-2.513
-2.318
-2.263
-2.184
-2.354
-2.121
-2.281
-2.464
-2.435
-2.367
-2.359
-2.758
-2.286
-2.263
-2.949
-2.25
-2.218
-2.22
-2.484
-2.408
-2.397
-2.938
-2.424
-2.307
-2.272
-2.267
-2.249
-2.421
-2.544
-2.201
-2.343
-2.564
-2.399
-2.535
-2.279
-2.247
-2.269
-2.447
-3.202
-2.434
-2.32
-2.376
-2.245
-2.189
-2.294
-2.313
-2.714
-2.347
-2.204
-2.177
-2.341
-2.564
-2.514
-3.205
-2.442
-2.232
-3.084
-2.66
-2.174
-2.509
-2.929
-2.423
-2.322
-2.93
-2.555
-2.66
-2.207
-2.401
-2.589
-2.491
-2.448
-2.514
-2.387
-2.229
-2.163
-2.649
-2.364
-2.307
-2.449
-2.238
-2.854
-2.375
-2.244
