PEAQADV_Score
-1.103
-1.021
-0.546
-1.055
-1.029
-1.015
-1.026
-0.988
-1.027
-0.941
-1.229
-1.031
-0.963
-0.987
-1.074
-1.115
-0.986
-0.992
-0.998
-0.924
-0.988
-1.037
-0.164
-1.108
-1.014
-0.943
-0.702
-0.861
-1.067
-1.227
-0.445
-1.087
-1.311
-0.963
-1.133
-1.028
-0.249
-1.584
-1.008
-0.97
-1.016
-1.045
-1.082
-1.084
-1.021
-1.015
-0.978
-0.741
-1.017
-0.989
-0.197
-0.976
-1.105
-0.984
-0.262
-1.013
-1.03
-1.023
-0.535
-1.011
-1.0
-0.978
-1.224
-1.086
-1.179
-0.985
-1.083
-0.963
-1.01
-0.97
-0.945
-0.982
-1.022
-0.255
-0.726
-0.959
-0.992
-1.031
-1.032
-0.183
-0.968
-1.086
-1.046
-0.533
-1.085
-1.004
-0.928
-0.96
-1.052
-1.142
-0.414
-1.179
-1.093
-0.371
-0.977
-1.023
-1.003
-1.029
-1.006
-1.085
