PEAQBasic_Score
-3.318
-2.877
-2.058
-1.933
-2.173
-1.983
-2.014
-2.816
-1.975
-2.045
-2.489
-2.045
-2.004
-2.037
-1.944
-1.999
-2.064
-1.932
-2.532
-2.04
-1.962
-3.082
-1.992
-2.009
-2.048
-2.051
-1.978
-2.183
-2.035
-1.972
-1.978
-2.35
-1.956
-2.757
-2.039
-1.932
-2.35
-2.428
-2.039
-2.449
-1.986
-2.136
-2.464
-2.562
-2.23
-1.971
-2.046
-1.974
-1.968
-1.979
-2.043
-1.973
-1.962
-1.917
-2.15
-3.268
-2.016
-2.011
-2.058
-1.941
-1.977
-2.045
-2.861
-2.113
-2.071
-1.963
-1.965
-2.097
-2.002
-2.042
-1.976
-2.431
-1.976
-2.022
-2.019
-2.011
-3.369
-1.966
-2.054
-2.007
-1.965
-2.027
-1.94
-2.202
-2.066
-2.067
-2.119
-2.032
-2.846
-2.002
-2.001
-2.002
-2.136
-1.946
-2.315
-1.936
-2.017
-2.047
-2.125
-2.008
