PEAQBasic_Score
-2.157
-2.324
-2.483
-2.381
-2.347
-2.134
-2.114
-2.195
-2.123
-2.12
-2.352
-2.079
-2.256
-2.167
-2.686
-2.135
-2.157
-2.254
-2.369
-2.417
-2.13
-2.154
-2.176
-2.378
-2.113
-2.095
-2.315
-2.114
-2.29
-2.143
-2.213
-2.17
-2.219
-2.071
-2.119
-2.238
-2.299
-2.231
-2.338
-2.131
-2.367
-2.237
-2.451
-2.274
-2.064
-2.309
-2.323
-2.297
-2.2
-2.297
-2.05
-2.086
-2.15
-2.111
-2.164
-2.343
-2.446
-2.426
-2.217
-2.312
-2.216
-2.094
-2.156
-2.027
-2.362
-2.108
-2.163
-2.406
-2.396
-2.137
-2.318
-2.295
-2.077
-2.06
-2.186
-2.205
-2.097
-2.555
-2.078
-2.267
-2.153
-2.147
-2.238
-2.103
-2.301
-2.231
-2.171
-2.108
-2.391
-2.164
-2.285
-2.178
-2.404
-2.109
-2.209
-2.232
-2.154
-2.107
-2.497
-2.116
