Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score
50,-1.3139,50,-1.3879,50,-3.1126,50,-2.1447,50,-0.74655,50,-1.011,50,-3.1322,50,-1.8758
51,-1.437,51,-1.3673,51,-3.1197,51,-2.03,51,-0.70722,51,-1.2949,51,-3.1353,51,-1.726
52,-1.3687,52,-1.2309,52,-3.1233,52,-2.0686,52,-0.62468,52,-1.0565,52,-3.1415,52,-1.9727
53,-1.34,53,-1.4757,53,-3.1462,53,-2.1007,53,-0.4657,53,-1.0665,53,-3.1504,53,-2.0755
54,-1.3401,54,-1.4342,54,-3.1481,54,-1.895,54,-0.56992,54,-1.0166,54,-3.145,54,-1.6832
55,-1.3725,55,-1.2984,55,-3.1481,55,-2.3079,55,-0.57202,55,-1.0935,55,-3.1616,55,-2.1093
56,-1.3712,56,-1.3655,56,-3.1452,56,-2.1327,56,-0.65872,56,-1.0844,56,-3.1554,56,-2.0849
57,-1.3156,57,-1.3441,57,-3.1561,57,-1.9526,57,-0.5444,57,-0.91045,57,-3.1605,57,-1.8487
58,-1.3568,58,-1.3995,58,-3.157,58,-2.1459,58,-0.47635,58,-0.96533,58,-3.1644,58,-2.1584
59,-1.3282,59,-1.4294,59,-3.1703,59,-2.1203,59,-0.5447,59,-1.0836,59,-3.1748,59,-1.8671
60,-1.3175,60,-1.3439,60,-3.168,60,-2.3205,60,-0.51345,60,-1.0024,60,-3.1748,60,-2.3195
61,-1.3122,61,-1.3365,61,-3.1825,61,-2.2948,61,-0.51924,61,-0.95344,61,-3.1795,61,-2.2466
62,-1.3258,62,-1.4244,62,-3.1857,62,-2.1454,62,-0.53523,62,-0.829,62,-3.1916,62,-1.9484
63,-1.3675,63,-1.5064,63,-3.1895,63,-2.0429,63,-0.49314,63,-0.80356,63,-3.1972,63,-1.9843
64,-1.337,64,-1.4393,64,-3.2124,64,-2.1925,64,-0.55615,64,-0.76875,64,-3.2107,64,-2.042
65,-1.3561,65,-1.5184,65,-3.2111,65,-2.2779,65,-0.47427,65,-1.0076,65,-3.2042,65,-2.2202
66,-1.3777,66,-1.5292,66,-3.216,66,-2.4241,66,-0.51731,66,-0.69338,66,-3.2054,66,-2.4239
67,-1.3726,67,-1.4671,67,-3.2181,67,-2.2117,67,-0.48307,67,-0.74809,67,-3.2159,67,-2.3565
68,-1.3635,68,-1.5614,68,-3.221,68,-2.1764,68,-0.49722,68,-0.78966,68,-3.2135,68,-2.2277
69,-1.3943,69,-1.4983,69,-3.2261,69,-2.1741,69,-0.49554,69,-0.61772,69,-3.2179,69,-2.1606
70,-1.4039,70,-1.5471,70,-3.2049,70,-2.4084,70,-0.43052,70,-0.68399,70,-3.2106,70,-2.4093
71,-1.3962,71,-1.4436,71,-3.2181,71,-2.1138,71,-0.43831,71,-0.6712,71,-3.216,71,-2.2233
72,-1.396,72,-1.3831,72,-3.2228,72,-2.3266,72,-0.40575,72,-0.64586,72,-3.2205,72,-2.2495
73,-1.3521,73,-1.4693,73,-3.2245,73,-2.321,73,-0.44964,73,-0.58739,73,-3.2274,73,-2.2457
74,-1.3722,74,-1.4775,74,-3.2302,74,-2.4344,74,-0.53379,74,-0.59877,74,-3.2359,74,-2.4708
75,-1.3519,75,-1.4556,75,-3.2314,75,-2.4276,75,-0.40198,75,-0.53729,75,-3.2357,75,-2.412
76,-1.4249,76,-1.3962,76,-3.2253,76,-2.1498,76,-0.46384,76,-0.57566,76,-3.2248,76,-2.1188
77,-1.3808,77,-1.4121,77,-3.2322,77,-2.3971,77,-0.39019,77,-0.53941,77,-3.237,77,-2.3897
78,-1.3734,78,-1.4587,78,-3.2402,78,-2.2317,78,-0.38489,78,-0.47639,78,-3.2415,78,-2.2977
79,-1.3771,79,-1.3597,79,-3.2553,79,-2.2393,79,-0.38681,79,-0.44596,79,-3.2544,79,-2.2378
80,-1.4514,80,-1.386,80,-3.2647,80,-2.2233,80,-0.51662,80,-0.45974,80,-3.2641,80,-2.2215
81,-1.3475,81,-1.4481,81,-3.2638,81,-2.4941,81,-0.47449,81,-0.43835,81,-3.2694,81,-2.4297
82,-1.3718,82,-1.4011,82,-3.2665,82,-2.3501,82,-0.46829,82,-0.39965,82,-3.2595,82,-2.4922
83,-1.3985,83,-1.4264,83,-3.2623,83,-2.5083,83,-0.4654,83,-0.42927,83,-3.2589,83,-2.3942
84,-1.3727,84,-1.374,84,-3.2656,84,-2.2304,84,-0.38923,84,-0.43486,84,-3.2707,84,-2.2058
85,-1.4466,85,-1.4111,85,-3.2648,85,-2.2967,85,-0.41191,85,-0.40025,85,-3.2663,85,-2.2842
86,-1.4054,86,-1.398,86,-3.261,86,-2.6146,86,-0.48695,86,-0.38198,86,-3.27,86,-2.6002
87,-1.3758,87,-1.3996,87,-3.2613,87,-2.3694,87,-0.49805,87,-0.44073,87,-3.2725,87,-2.1274
88,-1.4003,88,-1.4507,88,-3.2702,88,-2.3522,88,-0.46613,88,-0.41547,88,-3.2739,88,-2.3879
89,-1.4001,89,-1.4571,89,-3.2772,89,-2.3717,89,-0.4542,89,-0.39728,89,-3.2801,89,-2.4981
90,-1.4024,90,-1.3733,90,-3.276,90,-2.4464,90,-0.43679,90,-0.43591,90,-3.2802,90,-2.5236
91,-1.4064,91,-1.3615,91,-3.2881,91,-2.2977,91,-0.44564,91,-0.41319,91,-3.2889,91,-2.3779
92,-1.4063,92,-1.3844,92,-3.2877,92,-2.1355,92,-0.43945,92,-0.42509,92,-3.2892,92,-2.2416
93,-1.4172,93,-1.3561,93,-3.2906,93,-2.1499,93,-0.45423,93,-0.40226,93,-3.2906,93,-2.2264
94,-1.4054,94,-1.3415,94,-3.2994,94,-2.3674,94,-0.46286,94,-0.36479,94,-3.3055,94,-2.364
95,-1.37,95,-1.3809,95,-3.3011,95,-2.5685,95,-0.42565,95,-0.35838,95,-3.3091,95,-2.6529
96,-1.3779,96,-1.3406,96,-3.3072,96,-2.2549,96,-0.44559,96,-0.41087,96,-3.3085,96,-2.3045
97,-1.4071,97,-1.3892,97,-3.3082,97,-2.4189,97,-0.3832,97,-0.45718,97,-3.3061,97,-2.5769
98,-1.442,98,-1.392,98,-3.3156,98,-2.3483,98,-0.37804,98,-0.36198,98,-3.3152,98,-2.3828
99,-1.4314,99,-1.3418,99,-3.318,99,-2.4265,99,-0.37857,99,-0.29302,99,-3.3204,99,-2.4812
