Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score
70,-1.4039,70,-1.4848,70,-3.2049,70,-2.2376,70,-0.43052,70,-0.58638,70,-3.2106,70,-2.1933
71,-1.3962,71,-1.3461,71,-3.2181,71,-2.347,71,-0.43831,71,-0.49289,71,-3.216,71,-2.2834
72,-1.396,72,-1.5472,72,-3.2228,72,-2.4262,72,-0.40575,72,-0.67758,72,-3.2205,72,-2.3769
73,-1.3521,73,-1.4076,73,-3.2245,73,-2.1359,73,-0.44964,73,-0.63515,73,-3.2274,73,-1.9908
74,-1.3722,74,-1.3715,74,-3.2302,74,-2.1481,74,-0.53379,74,-0.49859,74,-3.2359,74,-2.1006
75,-1.3519,75,-1.4304,75,-3.2314,75,-2.277,75,-0.40198,75,-0.56723,75,-3.2357,75,-2.3178
76,-1.4249,76,-1.3656,76,-3.2253,76,-2.308,76,-0.46384,76,-0.55057,76,-3.2248,76,-2.2745
77,-1.3808,77,-1.3768,77,-3.2322,77,-2.4051,77,-0.39019,77,-0.54751,77,-3.237,77,-2.3496
78,-1.3734,78,-1.4481,78,-3.2402,78,-2.4618,78,-0.38489,78,-0.54434,78,-3.2415,78,-2.3068
79,-1.3771,79,-1.5032,79,-3.2553,79,-2.4507,79,-0.38681,79,-0.47432,79,-3.2544,79,-2.3826
80,-1.4514,80,-1.4118,80,-3.2647,80,-2.4114,80,-0.51662,80,-0.49378,80,-3.2641,80,-2.4192
81,-1.3475,81,-1.3672,81,-3.2638,81,-2.1867,81,-0.47449,81,-0.45641,81,-3.2694,81,-2.284
82,-1.3718,82,-1.3861,82,-3.2665,82,-2.3339,82,-0.46829,82,-0.4624,82,-3.2595,82,-2.3921
83,-1.3985,83,-1.3488,83,-3.2623,83,-2.4129,83,-0.4654,83,-0.44123,83,-3.2589,83,-2.2808
84,-1.3727,84,-1.4004,84,-3.2656,84,-2.5451,84,-0.38923,84,-0.49858,84,-3.2707,84,-2.5663
85,-1.4466,85,-1.4322,85,-3.2648,85,-2.3793,85,-0.41191,85,-0.44027,85,-3.2663,85,-2.3543
86,-1.4054,86,-1.439,86,-3.261,86,-2.4921,86,-0.48695,86,-0.49748,86,-3.27,86,-2.5447
87,-1.3758,87,-1.4008,87,-3.2613,87,-2.4449,87,-0.49805,87,-0.44432,87,-3.2725,87,-2.3722
88,-1.4003,88,-1.3077,88,-3.2702,88,-2.4129,88,-0.46613,88,-0.52809,88,-3.2739,88,-2.4036
