Hum SNR,score,WhiteNoise SNR,score.1,Clipping Percentage(%),score.2,Dropout Num,score.3,Hum SNR.1,score.4,WhiteNoise SNR.1,score.5,Clipping Percentage(%).1,score.6,Dropout Num.1,score.7
60,-0.6385714285714286,60.0,-0.65,60.0,-1.4242857142857142,60.0,-0.7728571428571429,60.0,-0.2914285714285714,60.0,-0.32857142857142857,60.0,-1.4185714285714286,60.0,-0.5014285714285714
61,-0.6357142857142858,61.0,-0.6485714285714286,61.0,-1.4314285714285713,61.0,-0.8085714285714286,61.0,-0.29000000000000004,61.0,-0.32571428571428573,61.0,-1.4242857142857144,61.0,-0.5442857142857143
62,-0.6357142857142858,62.0,-0.6428571428571429,62.0,-1.44,62.0,-0.8071428571428572,62.0,-0.29285714285714287,62.0,-0.32285714285714284,62.0,-1.44,62.0,-0.5442857142857143
63,-0.6371428571428571,63.0,-0.64,63.0,-1.4542857142857142,63.0,-0.7914285714285715,63.0,-0.29285714285714287,63.0,-0.3157142857142857,63.0,-1.4557142857142857,63.0,-0.5342857142857144
64,-0.6371428571428571,64.0,-0.6414285714285715,64.0,-1.4685714285714284,64.0,-0.8228571428571428,64.0,-0.29000000000000004,64.0,-0.3085714285714286,64.0,-1.4728571428571429,64.0,-0.5657142857142857
65,-0.6399999999999999,65.0,-0.6342857142857142,65.0,-1.48,65.0,-0.8057142857142857,65.0,-0.29000000000000004,65.0,-0.3057142857142857,65.0,-1.4857142857142858,65.0,-0.5514285714285714
66,-0.6371428571428571,66.0,-0.6314285714285715,66.0,-1.4928571428571427,66.0,-0.7928571428571428,66.0,-0.29000000000000004,66.0,-0.29857142857142854,66.0,-1.5042857142857144,66.0,-0.5342857142857144
67,-0.6357142857142858,67.0,-0.6314285714285715,67.0,-1.5071428571428573,67.0,-0.8414285714285715,67.0,-0.29000000000000004,67.0,-0.3,67.0,-1.5157142857142856,67.0,-0.5714285714285714
68,-0.6371428571428571,68.0,-0.6357142857142858,68.0,-1.5314285714285716,68.0,-0.8228571428571428,68.0,-0.2885714285714286,68.0,-0.3,68.0,-1.5385714285714285,68.0,-0.5614285714285715
69,-0.6371428571428571,69.0,-0.6385714285714286,69.0,-1.542857142857143,69.0,-0.8214285714285714,69.0,-0.2842857142857143,69.0,-0.29714285714285715,69.0,-1.5585714285714285,69.0,-0.5614285714285715
70,-0.6371428571428571,70.0,-0.6357142857142858,70.0,-1.5542857142857145,70.0,-0.8442857142857143,70.0,-0.2871428571428572,70.0,-0.29714285714285715,70.0,-1.5685714285714287,70.0,-0.5885714285714286
