Hum SNR,score,WhiteNoise SNR,score.1,Clipping Percentage(%),score.2,Dropout Num,score.3,Hum SNR.1,score.4,WhiteNoise SNR.1,score.5,Clipping Percentage(%).1,score.6,Dropout Num.1,score.7
83,-1.1648571428571428,83.0,-1.1607142857142858,83.0,-1.6338571428571427,83.0,-2.017857142857143,83.0,0.11142857142857143,83.0,0.08657142857142856,83.0,-2.0614285714285714,83.0,-1.1174285714285714
84,-1.1634285714285715,84.0,-1.1654285714285713,84.0,-1.6488571428571428,84.0,-2.212,84.0,0.11285714285714286,84.0,0.08285714285714285,84.0,-2.061714285714286,84.0,-1.3399999999999999
85,-1.1615714285714287,85.0,-1.1615714285714287,85.0,-1.5894285714285714,85.0,-2.2524285714285712,85.0,0.10942857142857143,85.0,0.09185714285714286,85.0,-1.9914285714285713,85.0,-1.3678571428571427
86,-1.1632857142857145,86.0,-1.1620000000000001,86.0,-1.5185714285714287,86.0,-2.164857142857143,86.0,0.10542857142857143,86.0,0.10114285714285713,86.0,-1.9108571428571428,86.0,-1.2360000000000002
87,-1.167857142857143,87.0,-1.1608571428571428,87.0,-1.5062857142857144,87.0,-2.1844285714285716,87.0,0.104,87.0,0.10899999999999999,87.0,-1.8881428571428571,87.0,-1.4534285714285713
88,-1.1687142857142858,88.0,-1.1604285714285714,88.0,-1.4614285714285715,88.0,-2.0947142857142858,88.0,0.10257142857142856,88.0,0.1112857142857143,88.0,-1.8382857142857143,88.0,-1.2938571428571428
89,-1.163857142857143,89.0,-1.1584285714285714,89.0,-1.3982857142857144,89.0,-2.1597142857142857,89.0,0.11114285714285714,89.0,0.12028571428571429,89.0,-1.7541428571428572,89.0,-1.3538571428571429
90,-1.1651428571428573,90.0,-1.1651428571428573,90.0,-1.3501428571428573,90.0,-2.225,90.0,0.12214285714285714,90.0,0.12057142857142857,90.0,-1.7228571428571426,90.0,-1.3737142857142857
91,-1.1645714285714284,91.0,-1.1647142857142858,91.0,-1.330142857142857,91.0,-2.3904285714285716,91.0,0.12471428571428571,91.0,0.12928571428571428,91.0,-1.6917142857142857,91.0,-1.532142857142857
92,-1.1715714285714287,92.0,-1.1611428571428573,92.0,-1.2367142857142857,92.0,-2.2865714285714285,92.0,0.13714285714285715,92.0,0.13285714285714287,92.0,-1.5868571428571427,92.0,-1.5177142857142858
93,-1.1705714285714284,93.0,-1.1649999999999998,93.0,-1.1942857142857142,93.0,-2.1835714285714287,93.0,0.13342857142857142,93.0,0.1432857142857143,93.0,-1.5372857142857144,93.0,-1.4440000000000002
94,-1.167857142857143,94.0,-1.166,94.0,-1.1017142857142856,94.0,-2.2248571428571426,94.0,0.14042857142857143,94.0,0.1462857142857143,94.0,-1.4607142857142856,94.0,-1.5387142857142855
95,-1.169,95.0,-1.1709999999999998,95.0,-1.0895714285714286,95.0,-2.0925714285714285,95.0,0.14342857142857143,95.0,0.15485714285714286,95.0,-1.4284285714285716,95.0,-1.4471428571428573
96,-1.168,96.0,-1.166,96.0,-1.0932857142857142,96.0,-2.2355714285714288,96.0,0.144,96.0,0.15985714285714286,96.0,-1.384857142857143,96.0,-1.429142857142857
97,-1.1702857142857144,97.0,-1.1649999999999998,97.0,-1.070857142857143,97.0,-2.233142857142857,97.0,0.1542857142857143,97.0,0.16271428571428573,97.0,-1.3302857142857143,97.0,-1.6168571428571428
98,-1.169857142857143,98.0,-1.164,98.0,-1.0385714285714285,98.0,-2.0335714285714284,98.0,0.15314285714285716,98.0,0.15742857142857142,98.0,-1.2677142857142858,98.0,-1.3287142857142857
99,-1.1685714285714286,99.0,-1.1687142857142856,99.0,-1.461857142857143,99.0,-2.153714285714286,99.0,0.15728571428571428,99.0,0.169,99.0,-1.6195714285714284,99.0,-1.5011428571428573
