Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score
85,-1.6363,85,-1.634,85,-3.2764,85,-2.1689,85,-1.0435,85,-0.85128,85,-3.2777,85,-2.3111
86,-1.6083,86,-1.6675,86,-3.2804,86,-2.3754,86,-1.0572,86,-1.0523,86,-3.2788,86,-2.3793
87,-1.6537,87,-1.6362,87,-3.2807,87,-2.0939,87,-1.0474,87,-0.87603,87,-3.2763,87,-2.1598
88,-1.6027,88,-1.6302,88,-3.2755,88,-2.3282,88,-1.058,88,-0.99788,88,-3.2803,88,-2.4375
89,-1.5918,89,-1.6257,89,-3.2849,89,-2.238,89,-1.0576,89,-0.81406,89,-3.2891,89,-2.3054
90,-1.5792,90,-1.6686,90,-3.2846,90,-2.2344,90,-1.0577,90,-0.84822,90,-3.2808,90,-2.3882
91,-1.6357,91,-1.6606,91,-3.281,91,-2.4114,91,-0.8081,91,-1.0035,91,-3.2834,91,-2.3565
92,-1.6049,92,-1.6352,92,-3.2872,92,-2.5748,92,-0.7091,92,-0.98299,92,-3.2886,92,-2.5383
93,-1.6296,93,-1.6622,93,-3.2873,93,-2.3226,93,-0.5284,93,-0.80319,93,-3.293,93,-2.4244
94,-1.6425,94,-1.6351,94,-3.2936,94,-2.2185,94,-0.81206,94,-0.57268,94,-3.2903,94,-2.3653
95,-1.6459,95,-1.6644,95,-3.2904,95,-2.3603,95,-0.67903,95,-0.5948,95,-3.286,95,-2.3912
96,-1.6295,96,-1.6291,96,-3.2874,96,-2.2109,96,-0.75782,96,-0.77,96,-3.2903,96,-2.3372
97,-1.6352,97,-1.654,97,-3.2945,97,-2.1705,97,-0.98675,97,-0.83723,97,-3.2953,97,-2.3131
98,-1.6064,98,-1.6478,98,-3.2936,98,-2.2761,98,-1.0212,98,-0.77236,98,-3.3005,98,-2.3413
99,-1.668,99,-1.6673,99,-3.3039,99,-2.4764,99,-0.96513,99,-0.74501,99,-3.3054,99,-2.5152
