PEAQBasic_Score
-2.845
-3.631
-3.314
-3.041
-3.703
-2.972
-3.527
-3.312
-3.532
-3.354
-3.135
-3.08
-2.597
-3.199
-3.045
-3.393
-3.311
-2.844
-2.912
-2.886
-2.758
-3.306
-2.782
-3.114
-3.511
-3.779
-2.848
-2.683
-2.349
-3.325
-3.328
-3.36
-2.853
-2.749
-3.499
-3.441
-3.469
-3.28
-3.292
-2.761
-2.744
-2.554
-3.417
-3.57
-3.092
-2.738
-3.445
-3.511
-3.482
-2.679
-3.267
-2.823
-2.8
-3.008
-3.616
-3.34
-3.036
-3.379
-3.19
-2.925
-2.961
-3.561
-3.737
-3.316
-3.136
-3.413
-2.872
-2.607
-2.614
-2.904
-2.579
-3.508
-2.518
-2.864
-2.358
-2.933
-3.727
-3.349
-3.304
-2.466
-3.546
-3.493
-3.182
-3.249
-2.46
-2.657
-2.585
-3.308
-3.303
-2.95
-3.219
-3.408
-3.404
-3.322
-3.236
-3.642
-3.093
-3.444
-3.626
-3.427
