PEAQADV_Score
-0.831
-0.815
-0.812
-0.834
-0.841
-0.814
-0.877
-0.829
-0.856
-0.856
-0.927
-0.876
-0.874
-0.938
-0.968
-0.908
-0.816
-0.838
-0.94
-0.819
-0.883
-0.828
-0.829
-0.821
-0.837
-0.838
-0.836
-0.962
-0.864
-0.828
-0.838
-0.942
-0.892
-0.828
-0.87
-0.854
-0.846
-0.853
-0.86
-0.816
-0.871
-0.857
-0.889
-0.836
-0.91
-0.828
-0.822
-0.864
-0.836
-0.869
-0.805
-0.989
-0.974
-0.846
-0.812
-0.845
-0.783
-0.846
-0.838
-0.957
-0.895
-0.818
-0.988
-0.832
-0.821
-0.804
-0.918
-0.85
-0.892
-0.883
-0.812
-0.902
-0.921
-0.854
-0.783
-0.812
-0.824
-0.83
-0.802
-0.798
-0.814
-0.801
-0.826
-0.898
-0.956
-0.811
-0.886
-0.847
-0.835
-0.864
-0.841
-0.803
-0.871
-0.887
-0.846
-0.863
-0.82
-0.838
-0.857
-0.81
