Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score
64,-1.2511,64,-1.1716,64,-3.1488,64,-2.1652,64,-0.47745,64,-0.69499,64,-3.1373,64,-1.6856
65,-1.4411,65,-1.2646,65,-3.1497,65,-2.1454,65,-0.38415,65,-0.69856,65,-3.1514,65,-1.7802
66,-1.2832,66,-1.2522,66,-3.1556,66,-1.9411,66,-0.40557,66,-0.66629,66,-3.1585,66,-1.5432
67,-1.2724,67,-1.2677,67,-3.1632,67,-2.0874,67,-0.32775,67,-0.52258,67,-3.1669,67,-1.8693
68,-1.1904,68,-1.2152,68,-3.1761,68,-2.2903,68,-0.39773,68,-0.68501,68,-3.1752,68,-1.7434
69,-1.2461,69,-1.3409,69,-3.188,69,-2.1015,69,-0.38872,69,-0.54001,69,-3.1938,69,-1.8947
70,-1.3374,70,-1.1745,70,-3.1723,70,-2.1219,70,-0.36736,70,-0.52684,70,-3.1804,70,-1.8511
71,-1.2215,71,-1.2761,71,-3.1822,71,-2.0276,71,-0.35956,71,-0.47931,71,-3.1896,71,-1.4512
72,-1.3019,72,-1.2684,72,-3.186,72,-2.0958,72,-0.34611,72,-0.47,72,-3.1974,72,-1.6327
73,-1.2282,73,-1.2183,73,-3.1934,73,-2.2481,73,-0.33844,73,-0.46818,73,-3.1926,73,-1.8493
74,-1.2875,74,-1.2309,74,-3.1991,74,-1.8821,74,-0.43321,74,-0.44861,74,-3.2042,74,-1.4272
75,-1.286,75,-1.275,75,-3.202,75,-2.0479,75,-0.30885,75,-0.45037,75,-3.209,75,-1.6694
76,-1.2786,76,-1.1998,76,-3.2096,76,-1.8582,76,-0.31978,76,-0.48014,76,-3.2131,76,-1.3331
77,-1.2176,77,-1.3036,77,-3.2239,77,-2.0143,77,-0.36307,77,-0.44668,77,-3.2267,77,-1.6242
78,-1.2412,78,-1.252,78,-3.2123,78,-2.062,78,-0.39378,78,-0.3898,78,-3.2099,78,-1.8365
79,-1.191,79,-1.2024,79,-3.218,79,-2.0993,79,-0.30426,79,-0.40004,79,-3.2177,79,-1.7996
80,-1.2834,80,-1.2166,80,-3.2094,80,-2.2761,80,-0.28166,80,-0.39207,80,-3.2119,80,-2.1346
81,-1.26,81,-1.2807,81,-3.2179,81,-1.8237,81,-0.32933,81,-0.35627,81,-3.2104,81,-1.6341
82,-1.2914,82,-1.2431,82,-3.2331,82,-1.9113,82,-0.35868,82,-0.38029,82,-3.2271,82,-1.7151
83,-1.2131,83,-1.2164,83,-3.2241,83,-2.0375,83,-0.35116,83,-0.32808,83,-3.2181,83,-1.9935
84,-1.3243,84,-1.27,84,-3.2246,84,-2.0262,84,-0.30098,84,-0.40153,84,-3.2187,84,-1.669
85,-1.2447,85,-1.277,85,-3.2273,85,-2.0163,85,-0.30685,85,-0.32589,85,-3.2259,85,-1.7587
86,-1.2369,86,-1.3545,86,-3.2274,86,-1.8815,86,-0.27835,86,-0.35384,86,-3.2327,86,-1.6559
87,-1.2127,87,-1.2287,87,-3.2255,87,-2.1022,87,-0.31191,87,-0.2827,87,-3.2352,87,-1.6814
88,-1.2378,88,-1.2301,88,-3.2322,88,-1.9255,88,-0.30837,88,-0.34583,88,-3.2392,88,-1.7357
89,-1.2541,89,-1.2901,89,-3.2444,89,-2.2091,89,-0.28551,89,-0.31325,89,-3.2475,89,-2.049
90,-1.2362,90,-1.2746,90,-3.2516,90,-2.3086,90,-0.29228,90,-0.27176,90,-3.2514,90,-2.1199
91,-1.2392,91,-1.2566,91,-3.2523,91,-2.0893,91,-0.30762,91,-0.27776,91,-3.2581,91,-1.9725
92,-1.2301,92,-1.3351,92,-3.2573,92,-2.1383,92,-0.32282,92,-0.33764,92,-3.2542,92,-1.9895
93,-1.246,93,-1.2066,93,-3.2558,93,-2.3207,93,-0.30251,93,-0.31759,93,-3.2554,93,-1.9403
94,-1.3615,94,-1.2415,94,-3.2693,94,-2.2292,94,-0.2548,94,-0.31295,94,-3.2651,94,-2.086
95,-1.2544,95,-1.2393,95,-3.2697,95,-2.2756,95,-0.24829,95,-0.26964,95,-3.2657,95,-2.1921
96,-1.3957,96,-1.2487,96,-3.2668,96,-1.8775,96,-0.32226,96,-0.31162,96,-3.2702,96,-1.5997
97,-1.2429,97,-1.2765,97,-3.2671,97,-2.2283,97,-0.28351,97,-0.25836,97,-3.2685,97,-2.0307
98,-1.3478,98,-1.2365,98,-3.2802,98,-2.2636,98,-0.28683,98,-0.28789,98,-3.2771,98,-2.0797
99,-1.2653,99,-1.2366,99,-3.2734,99,-2.3413,99,-0.27613,99,-0.31468,99,-3.2773,99,-2.1555
