PEAQADV_Score
-2.358
-2.485
-2.448
-2.398
-2.393
-2.425
-2.483
-2.532
-2.281
-2.485
-2.531
-2.315
-2.265
-2.525
-3.163
-2.607
-2.383
-2.251
-2.387
-2.333
-2.514
-2.321
-2.286
-2.258
-2.507
-2.366
-2.585
-2.369
-2.29
-2.313
-2.591
-2.445
-2.294
-2.431
-2.819
-2.877
-2.265
-2.611
-2.326
-2.454
-2.282
-2.626
-2.287
-2.333
-2.434
-2.436
-2.229
-2.585
-2.603
-2.358
-2.392
-2.324
-3.231
-2.348
-2.262
-2.44
-2.381
-2.484
-2.304
-2.264
-2.507
-2.502
-2.466
-3.031
-2.323
-2.315
-2.373
-2.54
-2.418
-2.729
-2.663
-2.266
-2.322
-2.374
-2.312
-2.294
-2.274
-2.309
-2.4
-2.353
-2.483
-2.301
-2.404
-2.511
-2.361
-2.667
-2.977
-2.396
-2.381
-2.926
-2.792
-2.255
-2.255
-2.657
-2.664
-2.443
-3.113
-2.487
-2.31
-2.322
