Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score
70,-0.70097,70,-0.72717,70,-3.2906,70,-3.1869,70,-0.29594,70,-0.50272,70,-3.2927,70,-3.1794
71,-0.71012,71,-0.73797,71,-3.2938,71,-3.1209,71,-0.34236,71,-0.50942,71,-3.2916,71,-3.1172
72,-0.67826,72,-0.72395,72,-3.2939,72,-3.1028,72,-0.36178,72,-0.54768,72,-3.2907,72,-3.0918
73,-0.68744,73,-0.65134,73,-3.3008,73,-3.1779,73,-0.34474,73,-0.49986,73,-3.2994,73,-3.1955
74,-0.70901,74,-0.72358,74,-3.3005,74,-3.1538,74,-0.35106,74,-0.41722,74,-3.2975,74,-3.1543
75,-0.75326,75,-0.75041,75,-3.297,75,-2.9576,75,-0.32047,75,-0.41197,75,-3.2985,75,-3.0157
76,-0.71812,76,-0.71412,76,-3.3027,76,-3.1079,76,-0.30282,76,-0.43745,76,-3.3045,76,-3.1185
77,-0.74901,77,-0.72856,77,-3.3064,77,-3.0788,77,-0.32738,77,-0.45937,77,-3.3039,77,-3.0815
78,-0.68703,78,-0.71613,78,-3.3024,78,-3.1121,78,-0.35182,78,-0.46531,78,-3.3063,78,-3.1181
79,-0.68646,79,-0.70256,79,-3.3052,79,-3.0991,79,-0.3483,79,-0.40681,79,-3.3047,79,-3.1359
80,-0.7031,80,-0.75239,80,-3.3091,80,-3.08,80,-0.28643,80,-0.40001,80,-3.3059,80,-3.1022
81,-0.71581,81,-0.66491,81,-3.3103,81,-3.2105,81,-0.34138,81,-0.43154,81,-3.3147,81,-3.2148
82,-0.70833,82,-0.71944,82,-3.3147,82,-3.0968,82,-0.33818,82,-0.39026,82,-3.3169,82,-3.0939
83,-0.70826,83,-0.68829,83,-3.3191,83,-3.1811,83,-0.35652,83,-0.45674,83,-3.3155,83,-3.1961
84,-0.69611,84,-0.72094,84,-3.3209,84,-3.0525,84,-0.32109,84,-0.39585,84,-3.3205,84,-3.0785
85,-0.71675,85,-0.72093,85,-3.3276,85,-3.1558,85,-0.30177,85,-0.33715,85,-3.3266,85,-3.162
86,-0.72935,86,-0.68204,86,-3.3293,86,-3.1418,86,-0.34652,86,-0.37977,86,-3.3274,86,-3.1302
87,-0.70552,87,-0.68509,87,-3.3396,87,-3.1888,87,-0.34643,87,-0.32334,87,-3.3344,87,-3.1894
88,-0.7244,88,-0.74908,88,-3.3327,88,-3.1526,88,-0.34679,88,-0.28736,88,-3.3293,88,-3.1535
89,-0.71808,89,-0.70361,89,-3.3392,89,-3.2137,89,-0.33483,89,-0.33163,89,-3.3354,89,-3.2025
90,-0.73383,90,-0.70568,90,-3.3395,90,-3.0941,90,-0.29739,90,-0.32298,90,-3.3374,90,-3.0892
91,-0.71121,91,-0.72715,91,-3.3463,91,-3.1856,91,-0.31507,91,-0.30904,91,-3.3463,91,-3.195
92,-0.71644,92,-0.69614,92,-3.3497,92,-3.1447,92,-0.30132,92,-0.30972,92,-3.3484,92,-3.1606
93,-0.7507,93,-0.67542,93,-3.3488,93,-3.204,93,-0.35514,93,-0.31384,93,-3.3486,93,-3.2032
94,-0.71515,94,-0.71922,94,-3.3541,94,-3.2139,94,-0.35026,94,-0.35551,94,-3.3519,94,-3.2001
95,-0.75176,95,-0.7267,95,-3.3521,95,-3.2157,95,-0.29627,95,-0.29654,95,-3.3539,95,-3.2183
96,-0.71471,96,-0.72621,96,-3.3521,96,-3.2173,96,-0.33982,96,-0.30724,96,-3.3495,96,-3.1951
97,-0.74588,97,-0.70805,97,-3.3556,97,-3.1284,97,-0.31099,97,-0.28441,97,-3.3547,97,-3.1254
98,-0.7445,98,-0.7233,98,-3.3557,98,-3.1422,98,-0.29395,98,-0.3077,98,-3.3529,98,-3.1184
99,-0.74975,99,-0.76006,99,-3.3591,99,-3.2399,99,-0.25424,99,-0.27948,99,-3.3595,99,-3.2344
