PEAQADV_Score
-2.286
-2.314
-2.255
-2.74
-2.243
-2.518
-2.574
-2.255
-2.175
-2.287
-2.407
-2.232
-2.899
-2.295
-2.172
-2.353
-2.288
-2.318
-2.359
-2.483
-2.296
-2.881
-2.299
-2.816
-2.494
-2.403
-2.488
-2.251
-2.427
-2.593
-2.295
-3.206
-2.309
-2.721
-2.362
-2.335
-2.338
-2.227
-2.472
-2.33
-2.375
-2.337
-2.576
-2.453
-2.302
-2.271
-2.257
-3.001
-2.217
-2.42
-2.315
-3.014
-2.525
-2.951
-2.321
-2.525
-2.273
-2.364
-2.184
-2.266
-2.769
-2.388
-2.214
-2.471
-2.281
-2.358
-2.506
-2.919
-2.472
-2.46
-2.349
-2.241
-2.4
-2.348
-2.181
-2.527
-2.447
-2.413
-2.356
-2.687
-2.263
-2.223
-2.46
-2.626
-2.656
-2.393
-2.465
-2.294
-2.367
-2.218
-2.47
-2.264
-2.358
-2.32
-2.41
-2.293
-2.325
-2.369
-2.267
-2.411
