PEAQADV_Score
-2.061
-2.109
-2.102
-2.158
-2.144
-2.112
-2.096
-2.199
-2.241
-2.05
-2.225
-2.182
-2.156
-2.414
-2.206
-2.156
-2.384
-2.309
-2.22
-2.127
-2.081
-2.734
-2.276
-2.108
-2.492
-2.265
-2.109
-2.424
-2.335
-2.08
-2.075
-2.406
-2.108
-2.167
-2.104
-2.143
-2.332
-2.44
-2.05
-2.104
-2.396
-2.378
-2.711
-2.283
-2.104
-2.809
-2.345
-2.203
-2.298
-2.23
-2.221
-2.227
-2.044
-2.089
-2.267
-2.304
-2.071
-2.182
-2.156
-2.107
-2.537
-2.327
-2.258
-2.126
-2.243
-2.14
-2.288
-2.253
-2.355
-2.239
-2.124
-2.104
-2.151
-2.526
-2.119
-2.753
-2.185
-2.246
-2.447
-2.306
-2.347
-2.107
-2.038
-2.064
-2.212
-2.326
-2.515
-2.306
-2.443
-2.149
-2.17
-2.364
-2.078
-2.325
-2.13
-2.3
-2.313
-2.239
-2.248
-2.134
