Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score
86,-1.0319,86,-1.0515,86,-3.2533,86,-2.2852,86,-0.37358,86,-0.35242,86,-3.2592,86,-2.3453
87,-1.0496,87,-0.99717,87,-3.2632,87,-2.1169,87,-0.3684,87,-0.36061,87,-3.2685,87,-2.1178
88,-1.0408,88,-1.0015,88,-3.2655,88,-2.0907,88,-0.35158,88,-0.37331,88,-3.2649,88,-2.0436
89,-1.02,89,-1.0242,89,-3.2704,89,-2.3101,89,-0.35181,89,-0.40837,89,-3.2708,89,-2.3977
90,-1.0341,90,-1.053,90,-3.2686,90,-2.2491,90,-0.36303,90,-0.36746,90,-3.2745,90,-2.1885
91,-1.0151,91,-1.0256,91,-3.278,91,-2.2104,91,-0.35264,91,-0.34567,91,-3.2732,91,-2.1877
92,-1.0544,92,-1.0526,92,-3.2755,92,-2.293,92,-0.34681,92,-0.34256,92,-3.2799,92,-2.2092
93,-1.0529,93,-1.0092,93,-3.2904,93,-2.1682,93,-0.29409,93,-0.31526,93,-3.2868,93,-2.1218
94,-1.0141,94,-0.98462,94,-3.2904,94,-2.365,94,-0.35458,94,-0.3883,94,-3.2882,94,-2.3509
95,-1.013,95,-1.0637,95,-3.2948,95,-2.3166,95,-0.3216,95,-0.39694,95,-3.2958,95,-2.4319
96,-1.0171,96,-1.0244,96,-3.2979,96,-2.1359,96,-0.33959,96,-0.37148,96,-3.2999,96,-2.2119
97,-1.0553,97,-1.0461,97,-3.2999,97,-2.4745,97,-0.36005,97,-0.27474,97,-3.3032,97,-2.4208
98,-1.058,98,-1.0136,98,-3.3067,98,-2.336,98,-0.35437,98,-0.30753,98,-3.3098,98,-2.3834
99,-1.0323,99,-1.0533,99,-3.3053,99,-2.4602,99,-0.33406,99,-0.35151,99,-3.3084,99,-2.4125
