Hum SNR,score,WhiteNoise SNR,score.1,Clipping Percentage(%),score.2,Dropout Num,score.3,Hum SNR.1,score.4,WhiteNoise SNR.1,score.5,Clipping Percentage(%).1,score.6,Dropout Num.1,score.7
30,-1.4327500000000002,30.0,-2.641,30.0,-3.0235833333333333,30.0,-1.8255833333333333,30.0,-0.34358333333333335,30.0,-2.699,30.0,-3.16325,30.0,-0.16391666666666668
31,-1.4183333333333332,31.0,-2.656083333333333,31.0,-3.0090833333333333,31.0,-1.6800833333333332,31.0,-0.3408333333333333,31.0,-2.7235833333333335,31.0,-3.1594166666666665,31.0,-0.09708333333333334
32,-1.4117499999999998,32.0,-2.636083333333333,32.0,-2.9966666666666666,32.0,-1.6491666666666667,32.0,-0.3219166666666667,32.0,-2.6958333333333333,32.0,-3.1505833333333335,32.0,-0.07658333333333335
33,-1.39975,33.0,-2.575083333333333,33.0,-2.9636666666666667,33.0,-1.75575,33.0,-0.30424999999999996,33.0,-2.599416666666667,33.0,-3.1275,33.0,-0.09975
34,-1.3896666666666666,34.0,-2.517,34.0,-2.9335,34.0,-1.8619166666666667,34.0,-0.28400000000000003,34.0,-2.5241666666666664,34.0,-3.1000833333333335,34.0,-0.14049999999999999
35,-1.3846666666666667,35.0,-2.4509166666666666,35.0,-2.934333333333333,35.0,-1.77825,35.0,-0.25825,35.0,-2.464166666666667,35.0,-3.10875,35.0,-0.1679166666666667
36,-1.3775833333333332,36.0,-2.357416666666667,36.0,-2.9142499999999996,36.0,-1.9704166666666667,36.0,-0.2529166666666667,36.0,-2.3435,36.0,-3.0836666666666663,36.0,-0.2061666666666667
37,-1.3630833333333332,37.0,-2.28275,37.0,-2.8630833333333334,37.0,-1.8654166666666667,37.0,-0.22974999999999998,37.0,-2.2514166666666666,37.0,-3.0416666666666665,37.0,-0.25175
38,-1.3558333333333332,38.0,-2.19575,38.0,-2.8455,38.0,-1.8462500000000002,38.0,-0.20908333333333332,38.0,-2.1420833333333333,38.0,-3.0263333333333335,38.0,-0.29891666666666666
39,-1.3479166666666667,39.0,-2.1065,39.0,-2.8281666666666667,39.0,-1.7520833333333332,39.0,-0.19366666666666665,39.0,-2.01775,39.0,-3.0145,39.0,-0.23325000000000004
40,-1.33875,40.0,-2.024833333333333,40.0,-2.8054166666666664,40.0,-1.7248333333333334,40.0,-0.17891666666666664,40.0,-1.9024999999999999,40.0,-3.0051666666666663,40.0,-0.22475
41,-1.32875,41.0,-1.9417499999999999,41.0,-2.775916666666667,41.0,-1.9065,41.0,-0.15058333333333332,41.0,-1.7951666666666668,41.0,-2.977,41.0,-0.37074999999999997
42,-1.3215833333333333,42.0,-1.8679166666666667,42.0,-2.7451666666666665,42.0,-1.9993333333333334,42.0,-0.14425,42.0,-1.6948333333333334,42.0,-2.956,42.0,-0.4068333333333333
43,-1.31325,43.0,-1.7718333333333334,43.0,-2.7137499999999997,43.0,-1.7036666666666667,43.0,-0.12958333333333333,43.0,-1.5648333333333333,43.0,-2.9293333333333336,43.0,-0.27625
44,-1.3086666666666666,44.0,-1.7154999999999998,44.0,-2.6840833333333336,44.0,-1.9749999999999999,44.0,-0.11191666666666666,44.0,-1.4459166666666665,44.0,-2.910833333333333,44.0,-0.46908333333333335
45,-1.2970833333333334,45.0,-1.6436666666666666,45.0,-2.6485833333333333,45.0,-1.8838333333333332,45.0,-0.10208333333333335,45.0,-1.3365833333333332,45.0,-2.888,45.0,-0.33375
46,-1.2996666666666667,46.0,-1.5733333333333333,46.0,-2.612416666666667,46.0,-1.9564166666666667,46.0,-0.09441666666666666,46.0,-1.1870833333333333,46.0,-2.8585833333333333,46.0,-0.40208333333333335
47,-1.2944166666666665,47.0,-1.52925,47.0,-2.5980833333333333,47.0,-1.7153333333333334,47.0,-0.07775,47.0,-1.1350833333333334,47.0,-2.843083333333333,47.0,-0.2816666666666667
48,-1.2884166666666668,48.0,-1.4966666666666668,48.0,-2.5781666666666667,48.0,-2.0196666666666667,48.0,-0.06666666666666667,48.0,-1.0305,48.0,-2.818,48.0,-0.59525
49,-1.2876666666666667,49.0,-1.4539166666666665,49.0,-2.535416666666667,49.0,-1.9102500000000002,49.0,-0.07016666666666667,49.0,-0.9511666666666666,49.0,-2.7859166666666666,49.0,-0.6198333333333333
50,-1.289,50.0,-1.4301666666666666,50.0,-2.48475,50.0,-1.7665833333333334,50.0,-0.06174999999999999,50.0,-0.8762500000000001,50.0,-2.7528333333333332,50.0,-0.3416666666666666
51,-1.2855,51.0,-1.4009166666666666,51.0,-2.47975,51.0,-1.7775833333333333,51.0,-0.05308333333333334,51.0,-0.7955833333333334,51.0,-2.7460833333333334,51.0,-0.48091666666666666
52,-1.2884166666666668,52.0,-1.3878333333333333,52.0,-2.42,52.0,-1.76875,52.0,-0.04841666666666667,52.0,-0.7407499999999999,52.0,-2.6967499999999998,52.0,-0.46108333333333335
53,-1.2755833333333333,53.0,-1.3709166666666668,53.0,-2.39725,53.0,-1.7739166666666666,53.0,-0.0375,53.0,-0.6822499999999999,53.0,-2.68925,53.0,-0.48374999999999996
54,-1.2811666666666668,54.0,-1.335,54.0,-2.39125,54.0,-1.9605,54.0,-0.029916666666666664,54.0,-0.6323333333333333,54.0,-2.6791666666666667,54.0,-0.5207499999999999
55,-1.2791666666666666,55.0,-1.3404999999999998,55.0,-2.363583333333333,55.0,-1.9232500000000001,55.0,-0.02808333333333333,55.0,-0.5805,55.0,-2.6568333333333336,55.0,-0.71075
56,-1.2720833333333335,56.0,-1.3241666666666667,56.0,-2.325833333333333,56.0,-1.9090833333333332,56.0,-0.01775,56.0,-0.53125,56.0,-2.6365833333333333,56.0,-0.73025
57,-1.2722499999999999,57.0,-1.3219166666666666,57.0,-2.30675,57.0,-1.97675,57.0,-0.01916666666666667,57.0,-0.4845833333333333,57.0,-2.6123333333333334,57.0,-0.5773333333333334
58,-1.2780833333333332,58.0,-1.3165,58.0,-2.2415,58.0,-1.87725,58.0,-0.0030000000000000014,58.0,-0.431,58.0,-2.5741666666666667,58.0,-0.6796666666666668
59,-1.27725,59.0,-1.3045833333333332,59.0,-2.222166666666667,59.0,-1.8972499999999999,59.0,0.005833333333333334,59.0,-0.4025,59.0,-2.5536666666666665,59.0,-0.6535833333333333
60,-1.2722499999999999,60.0,-1.30925,60.0,-2.18275,60.0,-1.9895833333333333,60.0,0.014333333333333332,60.0,-0.35341666666666666,60.0,-2.5225833333333334,60.0,-0.8425833333333334
61,-1.2754999999999999,61.0,-1.2978333333333334,61.0,-2.1474166666666665,61.0,-1.88175,61.0,0.022333333333333334,61.0,-0.31825,61.0,-2.4941666666666666,61.0,-0.5975833333333334
62,-1.2736666666666667,62.0,-1.2904166666666665,62.0,-2.105,62.0,-1.9821666666666669,62.0,0.025750000000000006,62.0,-0.27791666666666665,62.0,-2.4568333333333334,62.0,-0.7036666666666666
