PEAQADV_Score
-1.362
-1.688
-1.32
-1.708
-1.258
-1.41
-0.807
-1.472
-0.961
-1.496
-1.5
-2.049
-1.377
-1.414
-1.22
-1.742
-1.787
-1.681
-1.392
-1.502
-0.866
-1.066
-1.405
-1.583
-1.449
-1.359
-1.892
-1.563
-1.474
-1.609
-1.737
-1.627
-1.777
-1.414
-1.5
-1.449
-1.226
-1.668
-2.036
-2.232
-0.595
-1.617
-1.455
-1.982
-1.446
-1.188
-1.261
-1.459
-1.54
-1.452
-1.629
-1.205
-0.989
-1.527
-1.463
-1.28
-1.372
-1.584
-1.378
-1.417
-1.894
-1.28
-1.434
-1.281
-1.538
-1.464
-1.405
-1.356
-1.373
-1.732
-2.287
-1.334
-1.451
-1.422
-1.512
-1.616
-1.52
-1.715
-1.638
-1.387
-1.431
-1.437
-1.417
-1.471
-1.657
-1.787
-1.221
-1.839
-1.408
-1.439
-1.549
-1.688
-0.809
-1.504
-1.454
-1.454
-1.599
-1.394
-1.734
-1.494
