PEAQADV_Score
-0.795
-0.934
-1.126
-0.979
-1.389
-0.943
-0.94
-0.383
-1.115
-0.762
-1.697
-1.113
-0.158
-0.822
-0.893
-0.93
-0.912
-0.504
-1.206
-0.935
-0.699
-1.099
-1.008
-0.703
-0.929
-0.924
-0.898
-0.355
-0.918
-1.044
-0.213
-0.917
-0.884
-0.932
-1.103
-0.939
-0.996
-0.887
-0.796
-0.954
-1.429
-0.925
-0.995
-0.117
-0.967
-0.59
-1.078
-1.007
-0.575
-0.97
-1.3
-1.328
-0.916
-1.139
-1.098
-0.685
-0.993
-0.959
-1.008
-0.26
-0.734
-1.26
-1.049
-1.194
-0.979
-0.098
-1.089
-0.807
-0.94
-0.912
-0.989
-1.29
-0.828
-0.697
-0.849
-0.931
-1.002
-0.998
-1.173
-0.945
-0.811
-0.926
-1.065
-1.026
-0.942
-0.508
-1.455
-0.969
-0.906
-1.055
-0.938
-0.885
-0.561
-0.841
-0.894
-0.973
-0.956
-0.375
-0.913
-0.907
