Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score
50,-1.6502,50,-1.7158,50,-3.2012,50,-2.3878,50,-0.362,50,-0.9486,50,-3.1979,50,-1.8085
51,-1.604,51,-1.6483,51,-3.2118,51,-2.4345,51,-0.43709,51,-0.89905,51,-3.2023,51,-2.0255
52,-1.6368,52,-1.7726,52,-3.2087,52,-2.2053,52,-0.38715,52,-0.99231,52,-3.2052,52,-1.7802
53,-1.6076,53,-1.684,53,-3.2147,53,-2.2711,53,-0.3847,53,-0.83801,53,-3.2077,53,-1.9033
54,-1.6043,54,-1.7043,54,-3.2227,54,-2.3416,54,-0.35324,54,-0.85675,54,-3.2194,54,-2.1534
55,-1.6074,55,-1.7856,55,-3.2227,55,-2.0724,55,-0.29014,55,-0.83633,55,-3.2216,55,-1.3531
56,-1.5959,56,-1.8452,56,-3.2259,56,-2.4605,56,-0.28982,56,-0.75522,56,-3.2143,56,-2.0029
57,-1.5888,57,-1.757,57,-3.2201,57,-2.1658,57,-0.29365,57,-0.7816,57,-3.2211,57,-1.5448
58,-1.614,58,-1.7687,58,-3.2343,58,-2.3777,58,-0.27535,58,-0.6261,58,-3.234,58,-1.9329
59,-1.6542,59,-1.8141,59,-3.2276,59,-2.2306,59,-0.29973,59,-0.61759,59,-3.2304,59,-1.926
60,-1.6722,60,-1.7878,60,-3.2361,60,-2.4203,60,-0.28322,60,-0.69039,60,-3.2364,60,-2.1613
61,-1.7181,61,-1.7551,61,-3.2451,61,-2.3048,61,-0.30172,61,-0.48055,61,-3.2292,61,-1.9312
62,-1.6193,62,-1.7313,62,-3.2392,62,-2.3141,62,-0.26539,62,-0.68696,62,-3.2328,62,-1.9107
63,-1.7124,63,-1.6873,63,-3.2375,63,-2.4356,63,-0.26702,63,-0.56552,63,-3.231,63,-1.9523
64,-1.6088,64,-1.7125,64,-3.2382,64,-2.2709,64,-0.29696,64,-0.66301,64,-3.229,64,-1.8602
65,-1.5889,65,-1.7357,65,-3.2448,65,-2.4583,65,-0.23376,65,-0.45701,65,-3.2392,65,-2.3736
66,-1.6144,66,-1.7345,66,-3.2462,66,-2.3216,66,-0.24078,66,-0.54754,66,-3.2361,66,-2.0228
67,-1.6712,67,-1.688,67,-3.2551,67,-2.2856,67,-0.27828,67,-0.4307,67,-3.2515,67,-1.8837
68,-1.6961,68,-1.7919,68,-3.2565,68,-2.3794,68,-0.26044,68,-0.4248,68,-3.2476,68,-2.0898
69,-1.7238,69,-1.6635,69,-3.2598,69,-2.5437,69,-0.22405,69,-0.4697,69,-3.2569,69,-2.3044
70,-1.6886,70,-1.678,70,-3.2616,70,-2.5911,70,-0.22475,70,-0.47617,70,-3.2589,70,-2.4707
71,-1.6774,71,-1.6908,71,-3.2647,71,-2.4693,71,-0.21443,71,-0.39296,71,-3.2616,71,-2.309
72,-1.6594,72,-1.7352,72,-3.2723,72,-2.3643,72,-0.21674,72,-0.47433,72,-3.2699,72,-2.192
73,-1.7304,73,-1.7335,73,-3.2661,73,-2.3599,73,-0.22291,73,-0.39768,73,-3.2641,73,-2.0364
74,-1.6784,74,-1.6426,74,-3.2707,74,-2.3532,74,-0.24162,74,-0.36234,74,-3.2733,74,-2.0006
75,-1.6728,75,-1.6632,75,-3.2723,75,-2.4229,75,-0.25635,75,-0.32274,75,-3.2718,75,-2.2636
76,-1.7199,76,-1.6463,76,-3.2664,76,-2.3883,76,-0.22991,76,-0.30764,76,-3.2755,76,-1.8997
77,-1.6508,77,-1.5778,77,-3.2739,77,-2.3997,77,-0.25354,77,-0.27991,77,-3.2789,77,-2.2291
78,-1.6714,78,-1.6908,78,-3.2733,78,-2.4379,78,-0.26114,78,-0.30792,78,-3.279,78,-2.3283
79,-1.6971,79,-1.743,79,-3.2761,79,-2.4219,79,-0.24212,79,-0.3259,79,-3.281,79,-2.1638
80,-1.6745,80,-1.7505,80,-3.2786,80,-2.5308,80,-0.2261,80,-0.30579,80,-3.2774,80,-2.231
