Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score
83,-0.7884,83,-0.8281,83,-3.2584,83,-2.7949,83,-0.22912,83,-0.25163,83,-3.2577,83,-2.9798
84,-0.78562,84,-0.81353,84,-3.2534,84,-2.8842,84,-0.23401,84,-0.233,84,-3.2559,84,-2.8677
85,-0.78856,85,-0.80831,85,-3.2509,85,-2.7185,85,-0.2524,85,-0.23459,85,-3.2482,85,-2.6913
86,-0.81379,86,-0.78899,86,-3.2522,86,-2.7453,86,-0.2664,86,-0.25234,86,-3.2613,86,-2.7797
87,-0.86772,87,-0.81352,87,-3.256,87,-2.777,87,-0.22042,87,-0.22805,87,-3.2657,87,-2.7787
88,-0.84454,88,-0.7721,88,-3.2583,88,-2.8093,88,-0.22092,88,-0.2165,88,-3.267,88,-2.7811
89,-0.77946,89,-0.79035,89,-3.2673,89,-2.7205,89,-0.27898,89,-0.24013,89,-3.2653,89,-2.6584
90,-0.81643,90,-0.81994,90,-3.2666,90,-2.869,90,-0.20755,90,-0.23157,90,-3.2714,90,-2.8741
91,-0.80314,91,-0.80003,91,-3.268,91,-2.7662,91,-0.20847,91,-0.19048,91,-3.2714,91,-2.783
92,-0.75064,92,-0.82221,92,-3.2763,92,-2.7615,92,-0.18895,92,-0.16832,92,-3.2734,92,-2.8161
93,-0.803,93,-0.81917,93,-3.2744,93,-2.7396,93,-0.22659,93,-0.24985,93,-3.2777,93,-2.726
94,-0.80676,94,-0.75572,94,-3.2707,94,-2.7833,94,-0.21038,94,-0.1803,94,-3.2746,94,-2.7635
95,-0.77495,95,-0.78229,95,-3.2765,95,-2.8473,95,-0.20867,95,-0.23273,95,-3.2725,95,-2.8503
96,-0.79656,96,-0.80595,96,-3.2664,96,-2.8422,96,-0.20869,96,-0.17814,96,-3.2645,96,-2.8148
97,-0.76691,97,-0.78817,97,-3.282,97,-2.9043,97,-0.18217,97,-0.17179,97,-3.2799,97,-2.9139
98,-0.79854,98,-0.78711,98,-3.2924,98,-2.8489,98,-0.21878,98,-0.17778,98,-3.2893,98,-2.8757
99,-0.79813,99,-0.79595,99,-3.2846,99,-2.7885,99,-0.21046,99,-0.17354,99,-3.2844,99,-2.8278
