Vis_Score
-0.38
-0.37
-0.38
-0.44
-0.37
-0.39
-0.38
-0.38
-0.4
-0.36
-0.41
-0.37
-0.37
-0.38
-0.38
-0.37
-0.37
-0.43
-0.37
-0.41
-0.37
-0.38
-0.37
-0.37
-0.38
-0.38
-0.4
-0.36
-0.37
-0.36
-0.4
-0.37
-0.37
-0.39
-0.37
-0.39
-0.37
-0.4
-0.37
-0.4
-0.38
-0.37
-0.37
-0.4
-0.37
-0.37
-0.37
-0.38
-0.39
-0.41
-0.39
-0.41
-0.38
-0.37
-0.37
-0.37
-0.37
-0.37
-0.37
-0.37
-0.38
-0.39
-0.39
-0.37
-0.38
-0.43
-0.37
-0.4
-0.38
-0.41
-0.38
-0.37
-0.38
-0.38
-0.39
-0.37
-0.37
-0.36
-0.38
-0.38
-0.37
-0.38
-0.37
-0.37
-0.38
-0.38
-0.37
-0.39
-0.37
-0.37
-0.38
-0.39
-0.37
-0.38
-0.37
-0.36
-0.38
-0.42
-0.38
-0.41
