PEAQBasic_Score
-3.232
-2.541
-2.653
-3.328
-2.487
-2.557
-2.739
-2.363
-2.8
-2.878
-2.545
-2.717
-2.487
-3.487
-2.564
-2.678
-2.994
-2.384
-2.617
-2.913
-3.006
-2.606
-2.548
-2.651
-2.539
-2.835
-3.495
-2.996
-2.866
-2.477
-2.601
-2.636
-2.68
-2.687
-2.624
-2.806
-2.437
-2.385
-2.511
-2.99
-2.71
-2.501
-3.247
-2.6
-2.408
-2.504
-2.543
-2.885
-2.396
-2.619
-2.632
-3.152
-2.539
-2.69
-2.601
-2.868
-2.904
-3.194
-2.661
-2.522
-2.737
-3.349
-2.459
-2.42
-2.818
-2.786
-2.956
-2.848
-2.442
-2.414
-2.633
-2.918
-2.468
-3.006
-2.558
-2.548
-2.425
-2.74
-2.368
-2.901
-2.537
-2.635
-2.989
-2.926
-2.508
-2.89
-2.486
-2.966
-2.637
-3.426
-2.999
-2.55
-2.387
-2.678
-2.388
-3.218
-2.563
-2.457
-3.232
-2.575
