Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score
50,-1.0503,50,-1.0376,50,-3.1472,50,-1.9749,50,-0.45892,50,-0.90483,50,-3.1425,50,-1.9268
51,-1.0203,51,-1.1719,51,-3.1443,51,-2.1349,51,-0.45183,51,-0.95755,51,-3.1602,51,-2.078
52,-1.0109,52,-1.0304,52,-3.1443,52,-2.1913,52,-0.47991,52,-0.9136,52,-3.1586,52,-1.9938
53,-1.0232,53,-1.0853,53,-3.1568,53,-2.196,53,-0.40363,53,-0.90014,53,-3.1636,53,-2.1403
54,-1.0222,54,-1.1084,54,-3.1744,54,-2.4634,54,-0.41933,54,-0.95778,54,-3.1775,54,-2.4039
55,-1.0539,55,-1.0573,55,-3.166,55,-2.315,55,-0.42867,55,-0.93561,55,-3.1699,55,-2.3741
56,-1.0328,56,-1.0265,56,-3.1816,56,-2.3584,56,-0.48405,56,-0.71043,56,-3.1847,56,-2.3869
57,-1.0479,57,-1.0822,57,-3.191,57,-2.2343,57,-0.47957,57,-0.7471,57,-3.1798,57,-2.183
58,-1.0455,58,-1.0378,58,-3.17,58,-2.3067,58,-0.51421,58,-0.75981,58,-3.1876,58,-2.4871
59,-1.0965,59,-1.0902,59,-3.1879,59,-2.4622,59,-0.45289,59,-0.62029,59,-3.2024,59,-2.4175
60,-1.1233,60,-1.0597,60,-3.1857,60,-2.4631,60,-0.48824,60,-0.72078,60,-3.1902,60,-2.4154
61,-1.0435,61,-1.0762,61,-3.1964,61,-2.4424,61,-0.49172,61,-0.7991,61,-3.1951,61,-2.5103
62,-1.0521,62,-1.0054,62,-3.2073,62,-2.4442,62,-0.49053,62,-0.70958,62,-3.2156,62,-2.4721
63,-1.0981,63,-1.0593,63,-3.2007,63,-2.4871,63,-0.42526,63,-0.69844,63,-3.2106,63,-2.3971
64,-1.0571,64,-1.0829,64,-3.2089,64,-2.5742,64,-0.53274,64,-0.67966,64,-3.2125,64,-2.5433
65,-1.119,65,-1.1145,65,-3.2106,65,-2.6065,65,-0.36499,65,-0.68627,65,-3.2164,65,-2.4863
66,-1.0591,66,-0.9966,66,-3.1908,66,-2.5069,66,-0.35415,66,-0.56002,66,-3.1965,66,-2.6295
67,-1.0264,67,-1.0191,67,-3.2083,67,-2.5849,67,-0.4051,67,-0.60514,67,-3.2131,67,-2.6564
68,-1.0311,68,-1.0553,68,-3.2179,68,-2.3742,68,-0.36119,68,-0.61827,68,-3.2209,68,-2.3731
69,-1.0441,69,-1.0547,69,-3.2148,69,-2.6057,69,-0.41162,69,-0.58598,69,-3.2172,69,-2.4974
70,-1.0282,70,-1.0222,70,-3.222,70,-2.5717,70,-0.43192,70,-0.55202,70,-3.2201,70,-2.5784
71,-1.039,71,-1.026,71,-3.2214,71,-2.6315,71,-0.42889,71,-0.50658,71,-3.2244,71,-2.5782
72,-1.0431,72,-0.99366,72,-3.2211,72,-2.5004,72,-0.44891,72,-0.49862,72,-3.2273,72,-2.4925
73,-1.0596,73,-1.0252,73,-3.2281,73,-2.7073,73,-0.38386,73,-0.53431,73,-3.2293,73,-2.7212
74,-1.0616,74,-1.0909,74,-3.2314,74,-2.4391,74,-0.34502,74,-0.54428,74,-3.2356,74,-2.6076
75,-1.0689,75,-1.0405,75,-3.2345,75,-2.6503,75,-0.37303,75,-0.55874,75,-3.2305,75,-2.6999
76,-1.0485,76,-1.1097,76,-3.2278,76,-2.6557,76,-0.33146,76,-0.49401,76,-3.221,76,-2.6989
77,-1.0286,77,-1.0167,77,-3.238,77,-2.7367,77,-0.42787,77,-0.43476,77,-3.2405,77,-2.7694
78,-1.065,78,-1.0002,78,-3.2478,78,-2.4623,78,-0.39976,78,-0.51146,78,-3.249,78,-2.5315
79,-1.093,79,-1.1218,79,-3.2476,79,-2.4756,79,-0.35171,79,-0.46118,79,-3.2515,79,-2.5843
80,-1.0645,80,-1.0556,80,-3.2538,80,-2.6776,80,-0.3127,80,-0.43787,80,-3.2525,80,-2.6418
81,-1.0764,81,-1.0283,81,-3.2492,81,-2.7488,81,-0.34337,81,-0.38276,81,-3.2504,81,-2.734
82,-1.1342,82,-1.061,82,-3.2551,82,-2.6802,82,-0.35319,82,-0.41521,82,-3.2637,82,-2.8399
83,-1.0956,83,-1.0469,83,-3.2634,83,-2.6085,83,-0.38713,83,-0.44547,83,-3.2737,83,-2.5873
84,-1.0475,84,-1.0512,84,-3.2677,84,-2.7466,84,-0.3871,84,-0.44776,84,-3.2714,84,-2.6906
85,-1.0493,85,-1.0624,85,-3.2674,85,-2.5595,85,-0.3441,85,-0.37889,85,-3.268,85,-2.6655
86,-1.0396,86,-1.1121,86,-3.2677,86,-2.7159,86,-0.34102,86,-0.42837,86,-3.2658,86,-2.6392
87,-0.99691,87,-1.0512,87,-3.2715,87,-2.8055,87,-0.34094,87,-0.40764,87,-3.2702,87,-2.8423
88,-0.99827,88,-1.091,88,-3.2811,88,-2.7832,88,-0.34243,88,-0.29522,88,-3.2744,88,-2.7539
89,-1.0415,89,-1.0977,89,-3.2877,89,-2.6304,89,-0.35597,89,-0.5343,89,-3.2899,89,-2.6209
90,-1.0168,90,-0.98785,90,-3.2909,90,-2.5734,90,-0.33804,90,-0.34399,90,-3.28,90,-2.606
91,-1.0601,91,-1.0842,91,-3.2913,91,-2.5961,91,-0.35167,91,-0.34362,91,-3.2889,91,-2.6204
92,-1.0402,92,-1.0272,92,-3.2962,92,-2.817,92,-0.33467,92,-0.36731,92,-3.3021,92,-2.7724
93,-1.1402,93,-1.1402,93,-3.3045,93,-2.7826,93,-0.31599,93,-0.32082,93,-3.3084,93,-2.7594
94,-1.0862,94,-1.0662,94,-3.3058,94,-2.7258,94,-0.29717,94,-0.37943,94,-3.3094,94,-2.6779
95,-1.0526,95,-1.1144,95,-3.3016,95,-2.7286,95,-0.37642,95,-0.2701,95,-3.303,95,-2.7608
96,-1.1082,96,-1.157,96,-3.3042,96,-2.7779,96,-0.34785,96,-0.34107,96,-3.3068,96,-2.8624
97,-1.0683,97,-1.1705,97,-3.3043,97,-2.6156,97,-0.31604,97,-0.25526,97,-3.3043,97,-2.6571
98,-1.0968,98,-1.1716,98,-3.3162,98,-2.7864,98,-0.31503,98,-0.35113,98,-3.3141,98,-2.8349
99,-1.0839,99,-1.1133,99,-3.3176,99,-2.7238,99,-0.29578,99,-0.26509,99,-3.3207,99,-2.7946
