PEAQADV_Score
-2.564
-2.624
-2.724
-2.387
-2.381
-2.552
-2.819
-2.474
-3.354
-2.404
-2.888
-2.819
-2.464
-2.648
-2.689
-2.668
-2.831
-2.445
-2.423
-2.993
-2.668
-2.926
-2.898
-2.658
-2.665
-3.151
-2.932
-2.987
-2.799
-2.383
-2.499
-2.749
-2.706
-3.007
-2.676
-2.563
-2.54
-2.415
-2.403
-3.255
-2.647
-2.649
-2.954
-3.011
-2.677
-2.533
-2.686
-2.701
-2.66
-2.515
-2.741
-2.483
-3.244
-2.447
-2.503
-2.462
-3.054
-2.738
-2.519
-2.996
-3.011
-2.708
-2.634
-2.46
-3.098
-2.975
-2.762
-2.505
-2.527
-2.613
-2.432
-3.097
-2.702
-2.618
-2.622
-2.913
-2.607
-2.784
-2.502
-2.386
-2.861
-2.472
-2.595
-2.368
-2.917
-2.739
-2.58
-2.411
-2.449
-2.71
-2.798
-2.511
-2.537
-2.425
-2.53
-2.502
-2.757
-2.796
-3.16
-2.527
