Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score
90,-1.0,90,-0.98841,90,-3.2498,90,-1.9658,90,-0.14106,90,-0.16924,90,-3.2402,90,-1.7531
91,-1.0172,91,-1.0126,91,-3.2561,91,-1.9682,91,-0.15071,91,-0.15458,91,-3.2556,91,-1.6683
92,-1.0073,92,-0.99789,92,-3.2525,92,-1.906,92,-0.17859,92,-0.17217,92,-3.259,92,-1.5176
93,-1.008,93,-1.0003,93,-3.2543,93,-1.879,93,-0.15734,93,-0.22377,93,-3.2563,93,-1.8113
94,-1.0174,94,-0.98534,94,-3.2473,94,-1.8947,94,-0.14077,94,-0.15057,94,-3.2614,94,-1.8084
95,-1.0063,95,-1.0065,95,-3.2512,95,-2.1006,95,-0.19325,95,-0.14256,95,-3.2593,95,-1.8392
96,-1.0383,96,-0.98706,96,-3.2623,96,-2.0216,96,-0.13832,96,-0.14109,96,-3.2618,96,-1.625
97,-1.0216,97,-0.98968,97,-3.2532,97,-1.9764,97,-0.17592,97,-0.1613,97,-3.2598,97,-1.8613
98,-1.0179,98,-1.0163,98,-3.2705,98,-1.9567,98,-0.11613,98,-0.16733,98,-3.2778,98,-1.5391
99,-1.0285,99,-0.99552,99,-3.2699,99,-1.8221,99,-0.13194,99,-0.13952,99,-3.2685,99,-1.6178
