PEAQBasic_Score
-2.378
-2.387
-2.718
-2.369
-2.598
-2.525
-2.428
-2.345
-2.675
-2.297
-2.373
-2.158
-2.326
-2.394
-2.344
-2.274
-2.32
-2.267
-2.231
-2.151
-2.296
-2.289
-2.847
-2.39
-2.666
-2.656
-2.293
-2.562
-2.508
-2.405
-2.3
-2.365
-2.611
-2.294
-2.266
-2.427
-2.729
-2.352
-2.43
-2.411
-2.272
-2.317
-2.217
-2.397
-2.308
-2.245
-2.25
-2.199
-2.821
-2.223
-2.258
-2.325
-2.565
-2.315
-2.603
-2.182
-2.346
-2.369
-2.363
-2.381
-2.29
-2.331
-2.383
-2.83
-2.525
-2.234
-2.343
-2.694
-2.46
-2.227
-2.593
-2.34
-2.499
-2.248
-2.282
-2.291
-2.259
-2.551
-2.246
-2.451
-2.663
-2.406
-2.584
-2.358
-2.45
-2.245
-2.283
-2.236
-2.52
-2.445
-2.292
-2.49
-2.202
-2.301
-2.445
-2.382
-2.418
-2.502
-2.289
-2.765
