Vis_Score
-0.4
-0.39
-0.4
-0.4
-0.41
-0.39
-0.41
-0.37
-0.43
-0.45
-0.4
-0.4
-0.39
-0.43
-0.4
-0.41
-0.41
-0.39
-0.39
-0.39
-0.39
-0.42
-0.4
-0.4
-0.38
-0.38
-0.44
-0.43
-0.4
-0.39
-0.41
-0.38
-0.38
-0.4
-0.37
-0.37
-0.43
-0.41
-0.4
-0.39
-0.41
-0.37
-0.41
-0.41
-0.4
-0.42
-0.4
-0.4
-0.42
-0.4
-0.38
-0.38
-0.39
-0.4
-0.4
-0.4
-0.42
-0.41
-0.39
-0.4
-0.42
-0.39
-0.39
-0.41
-0.42
-0.43
-0.4
-0.42
-0.4
-0.44
-0.38
-0.4
-0.4
-0.4
-0.42
-0.41
-0.43
-0.38
-0.39
-0.43
-0.43
-0.39
-0.38
-0.38
-0.41
-0.39
-0.4
-0.4
-0.39
-0.4
-0.39
-0.38
-0.37
-0.41
-0.43
-0.42
-0.42
-0.43
-0.39
-0.39
