Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score
50,-1.6823,50,-1.5992,50,-3.1577,50,-2.048,50,-1.2309,50,-1.4425,50,-3.1733,50,-2.0349
51,-1.7055,51,-1.6104,51,-3.1679,51,-1.9347,51,-1.2338,51,-1.4873,51,-3.1814,51,-1.8957
52,-1.7206,52,-1.6807,52,-3.1644,52,-2.0811,52,-1.113,52,-1.428,52,-3.1803,52,-2.0189
53,-1.6576,53,-1.6189,53,-3.175,53,-2.0011,53,-1.0604,53,-1.3959,53,-3.2015,53,-1.9906
54,-1.6769,54,-1.5896,54,-3.1756,54,-2.0542,54,-1.0535,54,-1.4267,54,-3.1914,54,-2.1332
55,-1.6378,55,-1.5509,55,-3.1922,55,-2.0087,55,-1.0779,55,-1.1804,55,-3.1961,55,-1.9485
56,-1.6205,56,-1.6337,56,-3.1898,56,-1.9092,56,-1.2529,56,-1.3694,56,-3.2031,56,-1.9814
57,-1.5929,57,-1.5771,57,-3.1935,57,-2.0869,57,-1.1909,57,-1.4009,57,-3.198,57,-2.0619
58,-1.6628,58,-1.7257,58,-3.1871,58,-1.9476,58,-1.256,58,-1.2362,58,-3.2053,58,-1.9551
59,-1.6153,59,-1.5205,59,-3.1971,59,-2.0454,59,-1.1142,59,-1.2457,59,-3.2076,59,-1.9544
60,-1.5451,60,-1.623,60,-3.2052,60,-1.8863,60,-1.0695,60,-1.3159,60,-3.2118,60,-1.9536
61,-1.6034,61,-1.6246,61,-3.2115,61,-2.1697,61,-1.0959,61,-1.2382,61,-3.2147,61,-2.1979
62,-1.6281,62,-1.5608,62,-3.2309,62,-2.1575,62,-1.1206,62,-1.1529,62,-3.2226,62,-2.2303
63,-1.6269,63,-1.5611,63,-3.2228,63,-2.1142,63,-0.92297,63,-1.2657,63,-3.2271,63,-2.2251
64,-1.6347,64,-1.5467,64,-3.2248,64,-2.2313,64,-1.1391,64,-1.0706,64,-3.2275,64,-2.0911
65,-1.6601,65,-1.5902,65,-3.226,65,-2.099,65,-1.1314,65,-1.2859,65,-3.2316,65,-2.0769
66,-1.5894,66,-1.6468,66,-3.2206,66,-2.0975,66,-1.067,66,-1.2363,66,-3.2233,66,-2.1208
67,-1.6984,67,-1.6709,67,-3.2285,67,-2.1762,67,-1.119,67,-1.2878,67,-3.2389,67,-2.1639
68,-1.5448,68,-1.6207,68,-3.2364,68,-2.1722,68,-0.8119,68,-1.1434,68,-3.2384,68,-2.0972
69,-1.6182,69,-1.5681,69,-3.2329,69,-2.219,69,-0.85462,69,-1.2269,69,-3.247,69,-2.335
70,-1.542,70,-1.611,70,-3.242,70,-2.0957,70,-0.87207,70,-1.0598,70,-3.2412,70,-2.1343
71,-1.6364,71,-1.5645,71,-3.2451,71,-2.1929,71,-0.99422,71,-0.97772,71,-3.2397,71,-2.3
72,-1.5828,72,-1.6487,72,-3.2484,72,-2.1441,72,-0.98382,72,-1.0933,72,-3.2395,72,-2.3059
73,-1.6747,73,-1.6129,73,-3.2493,73,-2.3762,73,-0.89831,73,-1.2349,73,-3.2506,73,-2.4116
74,-1.6183,74,-1.5914,74,-3.2472,74,-2.2197,74,-0.84965,74,-0.98309,74,-3.2552,74,-2.1937
75,-1.6196,75,-1.6511,75,-3.249,75,-2.1267,75,-0.93183,75,-1.0852,75,-3.2539,75,-2.1316
76,-1.6295,76,-1.5667,76,-3.2499,76,-2.1596,76,-0.81801,76,-1.0149,76,-3.2511,76,-2.2847
77,-1.6139,77,-1.647,77,-3.258,77,-2.184,77,-0.93077,77,-0.92434,77,-3.2609,77,-2.2401
78,-1.5827,78,-1.5494,78,-3.2612,78,-2.1404,78,-0.93948,78,-0.79085,78,-3.2634,78,-2.1311
79,-1.6136,79,-1.5737,79,-3.2553,79,-2.3422,79,-0.86133,79,-1.0676,79,-3.2584,79,-2.3092
80,-1.6404,80,-1.5401,80,-3.2673,80,-2.3612,80,-0.82509,80,-1.0279,80,-3.2693,80,-2.2503
81,-1.5357,81,-1.635,81,-3.2706,81,-2.1237,81,-0.73585,81,-0.74911,81,-3.2642,81,-2.1678
82,-1.6263,82,-1.6522,82,-3.2797,82,-2.2008,82,-0.93965,82,-1.1433,82,-3.2708,82,-2.3417
83,-1.6289,83,-1.6424,83,-3.2742,83,-2.238,83,-0.84036,83,-1.0495,83,-3.2679,83,-2.2376
84,-1.5458,84,-1.6023,84,-3.2743,84,-1.991,84,-0.92897,84,-0.94635,84,-3.2673,84,-2.0181
85,-1.6363,85,-1.6534,85,-3.2764,85,-2.1683,85,-1.0435,85,-0.94921,85,-3.2777,85,-2.301
86,-1.6083,86,-1.6661,86,-3.2804,86,-2.2411,86,-1.0572,86,-0.94278,86,-3.2788,86,-2.3761
87,-1.6537,87,-1.6485,87,-3.2807,87,-2.3006,87,-1.0474,87,-0.92599,87,-3.2763,87,-2.3678
88,-1.6027,88,-1.6593,88,-3.2755,88,-2.3608,88,-1.058,88,-1.1014,88,-3.2803,88,-2.425
