PEAQBasic_Score
-3.471
-3.483
-3.241
-3.201
-3.432
-3.453
-3.094
-3.503
-3.538
-3.206
-3.53
-3.213
-3.053
-3.407
-3.49
-3.375
-3.445
-3.624
-3.3
-3.452
-3.618
-3.41
-3.611
-3.13
-3.451
-3.512
-3.338
-3.132
-3.535
-3.138
-3.228
-3.629
-3.472
-3.376
-3.26
-3.392
-3.604
-3.461
-3.179
-3.433
-3.446
-3.366
-3.591
-3.26
-3.104
-3.395
-3.397
-3.353
-3.438
-3.347
-3.397
-3.365
-3.504
-3.393
-3.462
-2.866
-3.421
-3.473
-3.221
-3.417
-3.394
-3.161
-3.184
-3.535
-3.434
-3.389
-3.174
-3.369
-3.325
-3.375
-3.39
-3.529
-3.467
-3.317
-3.472
-3.302
-3.426
-3.456
-3.485
-3.703
-3.361
-3.334
-3.229
-3.582
-3.143
-3.469
-3.561
-3.517
-3.666
-3.103
-3.31
-3.499
-3.41
-2.979
-3.302
-3.096
-3.354
-3.666
-3.052
-3.35
