PEAQBasic_Score
-2.439
-2.865
-2.335
-2.478
-2.368
-2.323
-2.427
-2.387
-2.77
-2.311
-2.452
-2.365
-2.447
-2.322
-2.554
-2.369
-2.284
-2.702
-2.49
-2.848
-2.379
-2.265
-2.371
-2.709
-2.319
-2.278
-2.288
-2.456
-2.563
-2.358
-3.124
-2.483
-2.372
-2.281
-2.337
-2.507
-2.315
-2.337
-2.286
-2.351
-2.327
-2.217
-3.141
-2.321
-2.444
-2.318
-2.319
-2.646
-2.27
-2.922
-2.323
-2.279
-2.482
-2.332
-2.235
-2.43
-2.934
-2.25
-2.711
-2.463
-2.704
-2.604
-2.635
-2.368
-2.4
-2.337
-2.406
-2.862
-2.251
-2.574
-2.448
-2.335
-2.353
-2.316
-2.327
-2.352
-2.671
-2.429
-2.533
-2.493
-2.486
-2.395
-2.394
-2.363
-2.985
-2.346
-2.253
-2.743
-2.323
-2.267
-2.393
-2.322
-2.46
-2.561
-2.74
-2.495
-2.741
-2.903
-2.779
-2.507
