Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage(%),score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage(%),score,Dropout Num,score
57,-1.497,57,-1.511,57,-3.293,57,-2.178,57,0.017,57,-0.475,57,-3.531,57,-0.688
58,-1.509,58,-1.498,58,-3.289,58,-2.427,58,0.042,58,-0.484,58,-3.536,58,-1.039
59,-1.506,59,-1.52,59,-3.27,59,-2.178,59,0.041,59,-0.411,59,-3.531,59,-0.512
60,-1.507,60,-1.53,60,-3.245,60,-2.636,60,0.031,60,-0.366,60,-3.529,60,-1.215
61,-1.506,61,-1.522,61,-3.219,61,-2.049,61,0.05,61,-0.411,61,-3.528,61,-0.371
62,-1.499,62,-1.525,62,-3.253,62,-2.038,62,0.053,62,-0.299,62,-3.539,62,-0.427
63,-1.517,63,-1.499,63,-3.268,63,-2.132,63,0.071,63,-0.267,63,-3.555,63,-1.345
64,-1.518,64,-1.515,64,-3.239,64,-2.205,64,0.048,64,-0.242,64,-3.551,64,-0.623
65,-1.508,65,-1.496,65,-3.215,65,-2.51,65,0.064,65,-0.19,65,-3.549,65,-0.806
66,-1.52,66,-1.51,66,-3.178,66,-2.544,66,0.111,66,-0.173,66,-3.539,66,-1.026
67,-1.516,67,-1.513,67,-3.188,67,-2.655,67,0.089,67,-0.128,67,-3.543,67,-1.518
68,-1.5,68,-1.507,68,-3.162,68,-2.376,68,0.103,68,-0.176,68,-3.524,68,-1.147
69,-1.499,69,-1.493,69,-3.11,69,-2.472,69,0.075,69,-0.07,69,-3.524,69,-1.049
70,-1.506,70,-1.496,70,-3.099,70,-2.632,70,0.125,70,-0.063,70,-3.522,70,-1.811
71,-1.513,71,-1.513,71,-3.058,71,-2.209,71,0.1,71,-0.056,71,-3.51,71,-0.465
72,-1.5,72,-1.502,72,-2.987,72,-2.771,72,0.081,72,-0.028,72,-3.49,72,-1.415
73,-1.516,73,-1.506,73,-2.968,73,-2.4,73,0.109,73,-0.041,73,-3.492,73,-1.341
74,-1.512,74,-1.51,74,-2.924,74,-1.864,74,0.094,74,-0.025,74,-3.463,74,-0.658
75,-1.513,75,-1.5,75,-2.892,75,-1.717,75,0.12,75,-0.024,75,-3.471,75,-0.683
76,-1.496,76,-1.489,76,-2.851,76,-2.763,76,0.089,76,0.011,76,-3.448,76,-1.483
77,-1.498,77,-1.513,77,-2.807,77,-2.591,77,0.098,77,0.002,77,-3.435,77,-0.922
78,-1.505,78,-1.522,78,-2.719,78,-2.016,78,0.084,78,0.019,78,-3.413,78,-0.652
79,-1.512,79,-1.498,79,-2.6,79,-2.378,79,0.121,79,0.046,79,-3.365,79,-0.982
80,-1.502,80,-1.51,80,-2.496,80,-1.989,80,0.139,80,0.045,80,-3.314,80,-0.947
81,-1.493,81,-1.493,81,-2.433,81,-2.875,81,0.126,81,0.05,81,-3.276,81,-2.073
82,-1.491,82,-1.512,82,-2.324,82,-2.648,82,0.114,82,0.077,82,-3.236,82,-1.246
83,-1.511,83,-1.521,83,-2.224,83,-2.527,83,0.125,83,0.078,83,-3.208,83,-2.125
84,-1.496,84,-1.507,84,-2.019,84,-2.806,84,0.127,84,0.101,84,-3.099,84,-2.044
85,-1.521,85,-1.518,85,-1.908,85,-2.586,85,0.106,85,0.114,85,-3.048,85,-1.189
86,-1.506,86,-1.51,86,-1.798,86,-2.532,86,0.128,86,0.102,86,-2.989,86,-1.48
87,-1.525,87,-1.507,87,-1.657,87,-2.649,87,0.11,87,0.119,87,-2.908,87,-1.527
88,-1.504,88,-1.495,88,-1.59,88,-2.461,88,0.113,88,0.115,88,-2.853,88,-1.412
89,-1.512,89,-1.518,89,-1.456,89,-1.902,89,0.124,89,0.128,89,-2.725,89,-1.334
90,-1.51,90,-1.505,90,-1.398,90,-2.384,90,0.133,90,0.155,90,-2.672,90,-2.082
91,-1.511,91,-1.506,91,-1.174,91,-2.501,91,0.115,91,0.15,91,-2.468,91,-1.39
92,-1.511,92,-1.491,92,-1.087,92,-2.819,92,0.124,92,0.109,92,-2.37,92,-2.473
93,-1.491,93,-1.499,93,-0.941,93,-2.386,93,0.146,93,0.147,93,-2.176,93,-1.852
94,-1.511,94,-1.516,94,-0.879,94,-2.203,94,0.153,94,0.129,94,-2.101,94,-1.308
95,-1.502,95,-1.498,95,-0.797,95,-2.157,95,0.167,95,0.168,95,-1.955,95,-1.237
96,-1.499,96,-1.504,96,-0.76,96,-2.374,96,0.142,96,0.173,96,-1.909,96,-1.216
97,-1.511,97,-1.515,97,-0.708,97,-2.222,97,0.16,97,0.179,97,-1.803,97,-1.538
98,-1.512,98,-1.512,98,-0.635,98,-2.369,98,0.168,98,0.172,98,-1.68,98,-1.735
99,-1.495,99,-1.504,99,-0.562,99,-2.163,99,0.171,99,0.153,99,-1.525,99,-1.588
