PEAQADV_Score
-3.165
-3.624
-2.663
-2.901
-3.123
-3.233
-3.29
-3.149
-2.915
-2.611
-3.689
-3.558
-2.591
-3.31
-3.217
-3.435
-3.159
-3.402
-3.268
-3.304
-2.979
-3.592
-3.645
-2.749
-2.534
-3.31
-3.477
-3.56
-3.69
-2.645
-3.118
-2.936
-3.727
-2.702
-3.469
-3.286
-3.033
-3.362
-3.252
-3.616
-3.666
-2.606
-3.461
-3.459
-3.005
-3.119
-3.488
-3.365
-3.526
-2.869
-3.124
-3.616
-3.655
-3.608
-3.569
-2.875
-3.436
-3.613
-2.577
-3.444
-3.092
-3.147
-2.727
-2.832
-3.165
-3.223
-2.826
-3.156
-3.678
-3.43
-2.784
-3.07
-3.567
-3.059
-2.825
-3.584
-2.695
-2.565
-3.189
-2.925
-2.847
-2.948
-3.259
-3.4
-2.775
-2.504
-3.415
-3.516
-3.29
-2.93
-3.24
-2.973
-3.063
-2.93
-2.628
-3.359
-3.682
-3.365
-3.096
-3.099
