Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score
89,-1.0311,89,-1.0536,89,-3.244,89,-1.7786,89,-0.20163,89,-0.19624,89,-3.2462,89,-1.3829
90,-1.0,90,-0.9851,90,-3.2498,90,-2.0922,90,-0.14106,90,-0.15236,90,-3.2402,90,-1.7832
91,-1.0172,91,-0.98766,91,-3.2561,91,-1.6879,91,-0.15071,91,-0.16395,91,-3.2556,91,-1.5694
92,-1.0073,92,-1.0019,92,-3.2525,92,-2.1217,92,-0.17859,92,-0.18226,92,-3.259,92,-2.0397
93,-1.008,93,-0.99611,93,-3.2543,93,-2.1539,93,-0.15734,93,-0.1544,93,-3.2563,93,-2.1276
94,-1.0174,94,-1.0177,94,-3.2473,94,-1.7311,94,-0.14077,94,-0.19696,94,-3.2614,94,-1.4236
95,-1.0063,95,-1.0383,95,-3.2512,95,-2.0776,95,-0.19325,95,-0.1818,95,-3.2593,95,-1.9061
96,-1.0383,96,-1.0127,96,-3.2623,96,-2.206,96,-0.13832,96,-0.18977,96,-3.2618,96,-2.078
97,-1.0216,97,-0.97811,97,-3.2532,97,-1.6724,97,-0.17592,97,-0.1329,97,-3.2598,97,-1.222
98,-1.0179,98,-1.0081,98,-3.2705,98,-1.8692,98,-0.11613,98,-0.15755,98,-3.2778,98,-1.6033
99,-1.0285,99,-0.98758,99,-3.2699,99,-1.9145,99,-0.13194,99,-0.14299,99,-3.2685,99,-1.7935
